"CustomerID","Recency","Frequency","Monetary","R_score","F_score","M_score","RFM_Score","Segment"
15245,19908,3,2515.84,2,3,5,"235","Others"
15246,31297,2,514.15,1,3,3,"133","Others"
15247,18810,1,356,2,1,2,"212","Others"
15249,6551,13,6688.46,4,5,5,"455","Best Customers"
15251,1828,11,10484.99,5,5,5,"555","Best Customers"
15252,7334,2,740.78,3,3,3,"333","Loyal Customers"
15253,3276,5,918.2,4,4,3,"443","Loyal Customers"
15254,19211,1,300.36,2,1,2,"212","Others"
15255,12106,1,890.85,3,1,3,"313","Others"
15256,21601,1,98.45,2,1,1,"211","Others"
15257,36282,1,317.15,1,1,2,"112","Others"
15258,23552,2,623.16,2,3,3,"233","Others"
15260,16630,7,1810.77,2,5,4,"254","At Risk"
15261,20069,1,254.82,2,1,2,"212","Others"
15262,39928,1,178.95,1,1,1,"111","Lost Customers"
15263,17210,1,156.51,2,1,1,"211","Others"
15264,11738,1,393.74,3,1,2,"312","Others"
15265,21908,2,1506.12,2,3,4,"234","Others"
15266,41403,1,119.3,1,1,1,"111","Lost Customers"
15267,4499,5,1717.36,4,4,4,"444","Best Customers"
15269,4952,1,408.8,4,1,2,"412","Recent but Infrequent"
15270,3241,7,2379.49,4,5,5,"455","Best Customers"
15271,1286,15,2507.07,5,5,5,"555","Best Customers"
15272,10547,2,721.94,3,3,3,"333","Loyal Customers"
15274,866,2,716.57,5,3,3,"533","Loyal Customers"
15275,7595,1,615.14,3,1,3,"313","Others"
15276,12041,1,135.31,3,1,1,"311","Others"
15277,9260,1,255.9,3,1,2,"312","Others"
15279,42089,1,290.51,1,1,2,"112","Others"
15280,24069,1,113.12,2,1,1,"211","Others"
15281,10890,9,2332.15,3,5,5,"355","Loyal Customers"
15286,9398,1,240.55,3,1,1,"311","Others"
15287,4504,2,486.69,4,3,2,"432","Others"
15288,8454,5,2306.52,3,4,5,"345","Loyal Customers"
15289,5948,3,939.78,4,3,4,"434","Loyal Customers"
15290,980,18,7943.22,5,5,5,"555","Best Customers"
15291,5412,15,4668.3,4,5,5,"455","Best Customers"
15292,27473,1,180.94,1,1,1,"111","Lost Customers"
15296,9559,6,3672.86,3,5,5,"355","Loyal Customers"
15297,2080,3,641.94,5,3,3,"533","Loyal Customers"
15298,2308,11,4487.68,5,5,5,"555","Best Customers"
15299,12247,7,4507.01,3,5,5,"355","Loyal Customers"
15300,11668,1,496.44,3,1,3,"313","Others"
15301,9647,12,5070.35,3,5,5,"355","Loyal Customers"
15303,36926,1,574.02,1,1,3,"113","Others"
15304,11317,8,694.4,3,5,3,"353","Loyal Customers"
15306,11754,3,1174.35,3,3,4,"334","Loyal Customers"
15307,16099,1,205.3,2,1,1,"211","Others"
15308,35344,1,310.47,1,1,2,"112","Others"
15311,16,91,60767.9,5,5,5,"555","Best Customers"
15312,13416,4,924.85,2,4,3,"243","At Risk"
15313,17653,1,52,2,1,1,"211","Others"
15314,27089,1,327.97,1,1,2,"112","Others"
15315,11755,2,570.5,3,3,3,"333","Loyal Customers"
15316,40311,1,165,1,1,1,"111","Lost Customers"
15318,768,1,312.62,5,1,2,"512","Recent but Infrequent"
15319,36284,1,204.5,1,1,1,"111","Lost Customers"
15320,8715,1,267.13,3,1,2,"312","Others"
15321,12566,3,2748.31,3,3,5,"335","Loyal Customers"
15322,14816,1,679.68,2,1,3,"213","Others"
15325,16868,1,162.29,2,1,1,"211","Others"
15326,40983,1,311.71,1,1,2,"112","Others"
15327,9949,1,208.75,3,1,1,"311","Others"
15329,7955,3,1049.7,3,3,4,"334","Loyal Customers"
15330,6645,2,714.96,4,3,3,"433","Loyal Customers"
15332,43760,4,1661.06,1,4,4,"144","At Risk"
15333,28395,1,1028.56,1,1,4,"114","Others"
15334,22480,3,351.67,2,3,2,"232","Others"
15335,10158,1,173.97,3,1,1,"311","Others"
15339,12101,2,574.07,3,3,3,"333","Loyal Customers"
15341,14213,1,2020.52,2,1,4,"214","Others"
15342,19544,1,406.09,2,1,2,"212","Others"
15343,15004,1,364.5,2,1,2,"212","Others"
15344,6650,2,460.64,4,3,2,"432","Others"
15345,8974,1,393.54,3,1,2,"312","Others"
15346,40808,1,252.42,1,1,2,"112","Others"
15347,43741,1,201.6,1,1,1,"111","Lost Customers"
15348,12915,1,158.04,2,1,1,"211","Others"
15349,22687,2,473.81,2,3,2,"232","Others"
15350,45053,1,115.65,1,1,1,"111","Lost Customers"
15351,2652,7,1960.11,5,5,4,"554","Best Customers"
15353,33274,2,777.02,1,3,3,"133","Others"
15355,5954,2,277.05,4,3,2,"432","Others"
15356,6513,10,2766.5,4,5,5,"455","Best Customers"
15358,1045,22,8347.2,5,5,5,"555","Best Customers"
15360,8169,1,427.93,3,1,2,"312","Others"
15361,43060,1,418.92,1,1,2,"112","Others"
15363,44889,1,326,1,1,2,"112","Others"
15364,16122,2,913.19,2,3,3,"233","Others"
15365,5501,7,2314.32,4,5,5,"455","Best Customers"
15366,13385,2,602.51,2,3,3,"233","Others"
15367,10530,4,1877.59,3,4,4,"344","Loyal Customers"
15368,4253,1,446.94,4,1,2,"412","Recent but Infrequent"
15370,8262,7,2386.05,3,5,5,"355","Loyal Customers"
15372,20379,1,2007.4,2,1,4,"214","Others"
15373,1489,12,2415.91,5,5,5,"555","Best Customers"
15374,19451,1,168,2,1,1,"211","Others"
15376,8195,3,1233.36,3,3,4,"334","Loyal Customers"
15379,23710,7,3703.29,2,5,5,"255","At Risk"
15380,1558,5,1690.26,5,4,4,"544","Best Customers"
15381,29022,2,596.85,1,3,3,"133","Others"
15382,2885,6,5955.71,5,5,5,"555","Best Customers"
15384,23735,2,642.41,2,3,3,"233","Others"
15385,8192,1,316.88,3,1,2,"312","Others"
15386,25938,1,394.14,1,1,2,"112","Others"
15388,35054,1,140.54,1,1,1,"111","Lost Customers"
15389,24078,1,500,2,1,3,"213","Others"
15392,991,4,1535.53,5,4,4,"544","Best Customers"
15393,3268,2,231.86,4,3,1,"431","Others"
15394,2015,4,2183.54,5,4,5,"545","Best Customers"
15395,40104,1,107.45,1,1,1,"111","Lost Customers"
15396,17833,1,288.18,2,1,2,"212","Others"
15397,36894,1,94,1,1,1,"111","Lost Customers"
15398,3270,2,1345.53,4,3,4,"434","Loyal Customers"
15399,204,3,815.77,5,3,3,"533","Loyal Customers"
15400,15542,5,716.2,2,4,3,"243","At Risk"
15402,21599,2,626.77,2,3,3,"233","Others"
15405,26091,1,349.1,1,1,2,"112","Others"
15406,6510,2,510.71,4,3,3,"433","Loyal Customers"
15407,6927,4,1056.44,3,4,4,"344","Loyal Customers"
15408,34508,1,267.18,1,1,2,"112","Others"
15410,14447,8,3450.84,2,5,5,"255","At Risk"
15411,5528,4,1358.88,4,4,4,"444","Best Customers"
15412,23953,1,190.53,2,1,1,"211","Others"
15414,2052,3,774.9,5,3,3,"533","Loyal Customers"
15415,38976,1,572.81,1,1,3,"113","Others"
15416,11859,4,3984.32,3,4,5,"345","Loyal Customers"
15417,14657,1,508.8,2,1,3,"213","Others"
15419,5207,1,135.86,4,1,1,"411","Recent but Infrequent"
15421,10888,4,950.36,3,4,4,"344","Loyal Customers"
15422,39897,2,97.7,1,3,1,"131","Others"
15423,7692,1,43.5,3,1,1,"311","Others"
15424,33261,2,383.34,1,3,2,"132","Others"
15426,4030,5,1447.39,4,4,4,"444","Best Customers"
15427,6873,3,1483.14,3,3,4,"334","Loyal Customers"
15428,2924,1,93.78,5,1,1,"511","Recent but Infrequent"
15429,5627,2,397.35,4,3,2,"432","Others"
15432,4713,1,171.19,4,1,1,"411","Recent but Infrequent"
15433,29036,2,533.3,1,3,3,"133","Others"
15434,1522,5,1041.48,5,4,4,"544","Best Customers"
15435,4493,1,149.29,4,1,1,"411","Recent but Infrequent"
15436,2589,3,1122.53,5,3,4,"534","Loyal Customers"
15437,34220,1,200.16,1,1,1,"111","Lost Customers"
15438,19696,1,156.58,2,1,1,"211","Others"
15440,10316,3,383.68,3,3,2,"332","Others"
15442,32606,1,594,1,1,3,"113","Others"
15443,350,7,3236.91,5,5,5,"555","Best Customers"
15444,1702,2,1418.26,5,3,4,"534","Loyal Customers"
15445,34507,1,113.5,1,1,1,"111","Lost Customers"
15447,40576,1,155.17,1,1,1,"111","Lost Customers"
15448,38953,1,494.64,1,1,3,"113","Others"
15449,5532,3,974.52,4,3,4,"434","Loyal Customers"
15450,6100,1,429.84,4,1,2,"412","Recent but Infrequent"
15452,5992,3,538.73,4,3,3,"433","Loyal Customers"
15453,341,7,1388.37,5,5,4,"554","Best Customers"
15454,43074,1,179.1,1,1,1,"111","Lost Customers"
15456,36275,3,447.22,1,3,2,"132","Others"
15457,34205,1,237.07,1,1,1,"111","Lost Customers"
15458,5363,1,161.64,4,1,1,"411","Recent but Infrequent"
15460,41940,1,216.76,1,1,1,"111","Lost Customers"
15462,15833,3,234.6,2,3,1,"231","Others"
15463,5969,1,126.14,4,1,1,"411","Recent but Infrequent"
15464,41340,1,1048.85,1,1,4,"114","Others"
15465,4185,18,7354.62,4,5,5,"455","Best Customers"
15466,14673,1,334.53,2,1,2,"212","Others"
15467,1875,3,524.88,5,3,3,"533","Loyal Customers"
15468,9724,2,467.51,3,3,2,"332","Others"
15469,9483,2,538.55,3,3,3,"333","Loyal Customers"
15472,17878,1,371.56,2,1,2,"212","Others"
15473,2756,7,1771.2,5,5,4,"554","Best Customers"
15475,13487,1,454.11,2,1,2,"212","Others"
15478,8203,2,1441.42,3,3,4,"334","Loyal Customers"
15480,18234,1,905.5,2,1,3,"213","Others"
15482,3222,12,11054.96,4,5,5,"455","Best Customers"
15483,22874,4,233.81,2,4,1,"241","At Risk"
15484,168,4,3594.31,5,4,5,"545","Best Customers"
15485,6247,3,2575,4,3,5,"435","Loyal Customers"
15488,15658,1,91.32,2,1,1,"211","Others"
15489,4687,3,1134.28,4,3,4,"434","Loyal Customers"
15491,15943,6,3100.09,2,5,5,"255","At Risk"
15492,5690,2,659.46,4,3,3,"433","Loyal Customers"
15493,6735,5,2001.8,4,4,4,"444","Best Customers"
15494,4250,2,1299.23,4,3,4,"434","Loyal Customers"
15497,3682,2,1262.2,4,3,4,"434","Loyal Customers"
15498,3557,26,12451.46,4,5,5,"455","Best Customers"
15500,1516,4,1131.56,5,4,4,"544","Best Customers"
15502,3107,12,10384.93,4,5,5,"455","Best Customers"
15503,43219,1,147.09,1,1,1,"111","Lost Customers"
15504,14277,1,52.83,2,1,1,"211","Others"
15505,10039,5,3610.96,3,4,5,"345","Loyal Customers"
15506,4577,3,979.26,4,3,4,"434","Loyal Customers"
15507,23992,1,492.36,2,1,3,"213","Others"
15508,26083,6,1000.27,1,5,4,"154","At Risk"
15510,40544,1,250,1,1,1,"111","Lost Customers"
15511,2575,5,909.23,5,4,3,"543","Loyal Customers"
15512,22402,2,121,2,3,1,"231","Others"
15513,6869,19,14758.22,4,5,5,"455","Best Customers"
15514,2636,11,4139.46,5,5,5,"555","Best Customers"
15516,8795,3,62.43,3,3,1,"331","Others"
15517,30802,1,267.03,1,1,2,"112","Others"
15518,11752,8,1942.45,3,5,4,"354","Loyal Customers"
15520,346,1,343.5,5,1,2,"512","Recent but Infrequent"
15521,8212,8,3000.2,3,5,5,"355","Loyal Customers"
15522,6756,2,398.84,4,3,2,"432","Others"
15523,14433,1,412.01,2,1,2,"212","Others"
15524,5075,1,440,4,1,2,"412","Recent but Infrequent"
15525,3649,2,511.23,4,3,3,"433","Loyal Customers"
15526,6858,2,148.44,4,3,1,"431","Others"
15527,3876,8,2429.78,4,5,5,"455","Best Customers"
15528,33217,1,229.33,1,1,1,"111","Lost Customers"
15529,4654,11,3995.23,4,5,5,"455","Best Customers"
15530,4331,4,1502.35,4,4,4,"444","Best Customers"
15531,1454,2,2007.44,5,3,4,"534","Loyal Customers"
15532,5284,4,1580.93,4,4,4,"444","Best Customers"
15533,4033,3,807.57,4,3,3,"433","Loyal Customers"
15535,24272,4,536.4,2,4,3,"243","At Risk"
15537,23145,1,110.92,2,1,1,"211","Others"
15539,1296,1,538.46,5,1,3,"513","Recent but Infrequent"
15540,2430,1,213.3,5,1,1,"511","Recent but Infrequent"
15541,18016,1,85.13,2,1,1,"211","Others"
15543,36674,1,127.86,1,1,1,"111","Lost Customers"
15544,1719,9,3546.71,5,5,5,"555","Best Customers"
15545,10305,2,292.72,3,3,2,"332","Others"
15547,1315,14,4954.84,5,5,5,"555","Best Customers"
15549,13455,3,1693.26,2,3,4,"234","Others"
15550,899,4,575.63,5,4,3,"543","Loyal Customers"
15551,7350,1,436.06,3,1,2,"312","Others"
15552,29389,1,90.12,1,1,1,"111","Lost Customers"
15553,11159,1,437.23,3,1,2,"312","Others"
15554,35882,1,217.2,1,1,1,"111","Lost Customers"
15555,2586,16,4805.17,5,5,5,"555","Best Customers"
15556,4978,1,279.77,4,1,2,"412","Recent but Infrequent"
15557,5717,1,473.65,4,1,2,"412","Recent but Infrequent"
15561,2491,4,800.59,5,4,3,"543","Loyal Customers"
15562,41723,1,134.55,1,1,1,"111","Lost Customers"
15563,4519,4,1400.44,4,4,4,"444","Best Customers"
15565,9498,2,173.16,3,3,1,"331","Others"
15567,3918,1,186.01,4,1,1,"411","Recent but Infrequent"
15568,513,3,758.29,5,3,3,"533","Loyal Customers"
15569,16878,5,1375.71,2,4,4,"244","At Risk"
15570,1277,12,4165.52,5,5,5,"555","Best Customers"
15571,2570,4,650.43,5,4,3,"543","Loyal Customers"
15572,1035,7,2552.86,5,5,5,"555","Best Customers"
15573,6553,2,607.45,4,3,3,"433","Loyal Customers"
15574,24709,4,702.25,2,4,3,"243","At Risk"
15576,7572,1,940.67,3,1,4,"314","Others"
15577,21890,3,258.88,2,3,2,"232","Others"
15578,23032,1,127.1,2,1,1,"211","Others"
15579,12370,2,348.6,3,3,2,"332","Others"
15581,18641,13,3679.97,2,5,5,"255","At Risk"
15582,5200,3,682.91,4,3,3,"433","Loyal Customers"
15584,4933,4,725.11,4,4,3,"443","Loyal Customers"
15585,24633,1,455.3,2,1,2,"212","Others"
15587,9517,4,913.68,3,4,3,"343","Loyal Customers"
15589,33596,3,478.53,1,3,2,"132","Others"
15592,9266,1,388.58,3,1,2,"312","Others"
15593,12507,1,199.8,3,1,1,"311","Others"
15594,3253,5,1771.78,4,4,4,"444","Best Customers"
15596,16692,5,1406.59,2,4,4,"244","At Risk"
15597,7076,1,324.57,3,1,2,"312","Others"
15598,10076,1,240.68,3,1,1,"311","Others"
15599,5645,2,761.74,4,3,3,"433","Loyal Customers"
15601,2405,14,6776.56,5,5,5,"555","Best Customers"
15602,1511,9,1297.87,5,5,4,"554","Best Customers"
15603,13876,1,48.48,2,1,1,"211","Others"
15604,9891,1,216.39,3,1,1,"311","Others"
15605,7322,5,1198.23,3,4,4,"344","Loyal Customers"
15606,11344,9,2920.16,3,5,5,"355","Loyal Customers"
15607,41127,1,104.76,1,1,1,"111","Lost Customers"
15608,5711,4,1093.68,4,4,4,"444","Best Customers"
15609,25539,1,298.48,1,1,2,"112","Others"
15610,9846,1,112.46,3,1,1,"311","Others"
15611,1917,13,1591.45,5,5,4,"554","Best Customers"
15612,7305,2,195.15,3,3,1,"331","Others"
15615,2126,23,10399.74,5,5,5,"555","Best Customers"
15618,6840,4,776.851,4,4,3,"443","Loyal Customers"
15619,2330,1,336.4,5,1,2,"512","Recent but Infrequent"
15620,10382,3,1553.18,3,3,4,"334","Loyal Customers"
15621,924,4,1293.03,5,4,4,"544","Best Customers"
15622,8456,9,3709.56,3,5,5,"355","Loyal Customers"
15623,20691,1,301.03,2,1,2,"212","Others"
15624,18337,4,588.13,2,4,3,"243","At Risk"
15625,16877,4,1534.26,2,4,4,"244","At Risk"
15626,13367,2,675.8,2,3,3,"233","Others"
15628,1028,9,2870.24,5,5,5,"555","Best Customers"
15630,8852,2,1186.35,3,3,4,"334","Loyal Customers"
15632,3237,8,3285.31,4,5,5,"455","Best Customers"
15634,3507,1,243.55,4,1,1,"411","Recent but Infrequent"
15636,15352,2,724.76,2,3,3,"233","Others"
15637,10036,1,223.36,3,1,1,"311","Others"
15639,19955,1,425.32,2,1,2,"212","Others"
15640,912,15,12515.66,5,5,5,"555","Best Customers"
15641,16939,4,1887.2,2,4,4,"244","At Risk"
15643,26430,3,664,1,3,3,"133","Others"
15644,23482,4,813,2,4,3,"243","At Risk"
15645,3892,1,612.01,4,1,3,"413","Recent but Infrequent"
15646,22669,3,447.64,2,3,2,"232","Others"
15648,27701,2,657.35,1,3,3,"133","Others"
15649,41121,2,816,1,3,3,"133","Others"
15651,7500,3,646.3,3,3,3,"333","Loyal Customers"
15652,15385,1,337.74,2,1,2,"212","Others"
15653,15651,2,877.44,2,3,3,"233","Others"
15654,1912,2,922.53,5,3,3,"533","Loyal Customers"
15655,32016,1,560.67,1,1,3,"113","Others"
15656,8869,4,748.5,3,4,3,"343","Loyal Customers"
15657,4576,1,30,4,1,1,"411","Recent but Infrequent"
15658,26202,5,1024.1,1,4,4,"144","At Risk"
15659,8661,1,306.45,3,1,2,"312","Others"
15660,5229,9,1600.86,4,5,4,"454","Best Customers"
15661,39352,2,309.8,1,3,2,"132","Others"
15663,17043,1,138.14,2,1,1,"211","Others"
15664,9566,1,386.43,3,1,2,"312","Others"
15665,23530,2,2242.01,2,3,5,"235","Others"
15667,8123,1,301.32,3,1,2,"312","Others"
15668,29527,1,76.32,1,1,1,"111","Lost Customers"
15669,8177,4,684.34,3,4,3,"343","Loyal Customers"
15670,37480,1,173.05,1,1,1,"111","Lost Customers"
15671,3860,7,2657.13,4,5,5,"455","Best Customers"
15673,15137,4,2881.02,2,4,5,"245","At Risk"
15674,13034,5,2446.6,2,4,5,"245","At Risk"
15675,14274,3,323.69,2,3,2,"232","Others"
15676,3861,3,3435.76,4,4,5,"445","Best Customers"
15677,9345,1,657.23,3,1,3,"313","Others"
15678,10030,1,352.7,3,1,2,"312","Others"
15679,4977,4,781.28,4,4,3,"443","Loyal Customers"
15680,1902,3,1333.68,5,4,4,"544","Best Customers"
15681,5231,5,1426.16,4,4,4,"444","Best Customers"
15683,18372,1,193.75,2,1,1,"211","Others"
15687,1688,9,2993.1,5,5,5,"555","Best Customers"
15689,18488,2,254.1,2,3,2,"232","Others"
15690,894,2,239.76,5,3,1,"531","Big Spenders (New)"
15691,32918,1,136.8,1,1,1,"111","Lost Customers"
15692,5696,1,191.04,4,1,1,"411","Recent but Infrequent"
15694,100,14,6479.4,5,5,5,"555","Best Customers"
15695,34671,2,409.98,1,3,2,"132","Others"
15696,6883,8,2736.46,3,5,5,"355","Loyal Customers"
15699,3780,1,309.65,4,1,2,"412","Recent but Infrequent"
15700,24074,2,696.68,2,3,3,"233","Others"
15701,12363,3,1223.2,3,4,4,"344","Loyal Customers"
15703,34549,1,211.5,1,1,1,"111","Lost Customers"
15704,20593,4,2293.62,2,4,5,"245","At Risk"
15705,27465,1,143.1,1,1,1,"111","Lost Customers"
15706,11570,4,1060.56,3,4,4,"344","Loyal Customers"
15707,7051,4,945.58,3,4,4,"344","Loyal Customers"
15708,8264,7,3364.24,3,5,5,"355","Loyal Customers"
15709,36350,1,133.25,1,1,1,"111","Lost Customers"
15712,1894,5,1072.36,5,4,4,"544","Best Customers"
15713,21025,2,356.7,2,3,2,"232","Others"
15714,2488,2,330.88,5,3,2,"532","Big Spenders (New)"
15716,21347,4,1118.81,2,4,4,"244","At Risk"
15717,30968,1,150.3,1,1,1,"111","Lost Customers"
15719,6724,13,5045.61,4,5,5,"455","Best Customers"
15720,4994,1,598.73,4,1,3,"413","Recent but Infrequent"
15721,2463,1,507.08,5,1,3,"513","Recent but Infrequent"
15722,7141,5,2222.56,3,4,5,"345","Loyal Customers"
15723,43386,1,203.1,1,1,1,"111","Lost Customers"
15724,27476,2,218.25,1,3,1,"131","Others"
15725,3053,1,415.25,4,1,2,"412","Recent but Infrequent"
15727,3343,7,5178.96,4,5,5,"455","Best Customers"
15729,28781,1,85,1,1,1,"111","Lost Customers"
15730,11944,3,1120.88,3,4,4,"344","Loyal Customers"
15732,28749,2,294.12,1,3,2,"132","Others"
15733,36244,1,162.3,1,1,1,"111","Lost Customers"
15734,18077,2,1339.45,2,3,4,"234","Others"
15737,2879,8,1205.12,5,5,4,"554","Best Customers"
15738,3988,16,4812.42,4,5,5,"455","Best Customers"
15739,12093,1,449.12,3,1,2,"312","Others"
15740,9357,1,154.88,3,1,1,"311","Others"
15743,3264,4,784.46,4,4,3,"443","Loyal Customers"
15744,13618,1,34.8,2,1,1,"211","Others"
15745,4059,4,1094.59,4,4,4,"444","Best Customers"
15746,19939,1,196.88,2,1,1,"211","Others"
15747,2660,3,974.04,5,4,4,"544","Best Customers"
15748,8227,1,149.31,3,1,1,"311","Others"
15749,31126,3,44534.3,1,4,5,"145","At Risk"
15750,2910,7,2125.09,5,5,5,"555","Best Customers"
15752,8102,7,2637.38,3,5,5,"355","Loyal Customers"
15753,38131,1,79.2,1,1,1,"111","Lost Customers"
15754,9684,3,458.57,3,4,2,"342","Others"
15755,2120,6,2364.25,5,5,5,"555","Best Customers"
15756,11358,4,532.96,3,4,3,"343","Loyal Customers"
15757,11950,2,714.42,3,3,3,"333","Loyal Customers"
15758,5189,1,205.25,4,2,1,"421","Recent but Infrequent"
15759,29597,3,253.04,1,4,2,"142","At Risk"
15762,11882,2,583.75,3,3,3,"333","Loyal Customers"
15763,6636,2,1086.92,4,3,4,"434","Loyal Customers"
15764,15122,6,3279.97,2,5,5,"255","At Risk"
15766,11669,1,315.06,3,2,2,"322","Others"
15768,18206,3,621.83,2,4,3,"243","At Risk"
15769,1290,26,56252.72,5,5,5,"555","Best Customers"
15773,1097,1,635.68,5,2,3,"523","Recent but Infrequent"
15774,12376,1,270.8,3,2,2,"322","Others"
15775,32144,1,104.9,1,2,1,"121","Others"
15776,19788,1,241.62,2,2,1,"221","Others"
15777,31678,4,1047.11,1,4,4,"144","At Risk"
15780,25397,3,475.28,1,4,2,"142","At Risk"
15781,5270,3,345.46,4,4,2,"442","Others"
15782,2036,3,2614.74,5,4,5,"545","Best Customers"
15783,2317,1,246.3,5,2,1,"521","Recent but Infrequent"
15785,6750,5,2328.97,4,4,5,"445","Best Customers"
15786,9083,3,4932.2,3,4,5,"345","Loyal Customers"
15787,5533,3,948.05,4,4,4,"444","Best Customers"
15789,42325,1,351.3,1,2,2,"122","Others"
15790,2122,1,220.85,5,2,1,"521","Recent but Infrequent"
15791,8655,2,1612.69,3,3,4,"334","Loyal Customers"
15793,2898,3,965.61,5,4,4,"544","Best Customers"
15795,21721,1,610.01,2,2,3,"223","Others"
15796,115,8,2711.56,5,5,5,"555","Best Customers"
15797,17860,4,2207.4,2,4,5,"245","At Risk"
15799,13419,3,884.14,2,4,3,"243","At Risk"
15800,17252,2,699.08,2,3,3,"233","Others"
15801,9100,3,1063.95,3,4,4,"344","Loyal Customers"
15802,20936,1,451.42,2,2,2,"222","Others"
15803,9679,1,415.82,3,2,2,"322","Others"
15804,2,13,4206.39,5,5,5,"555","Best Customers"
15805,4712,17,5528.48,4,5,5,"455","Best Customers"
15806,9075,3,784.58,3,4,3,"343","Loyal Customers"
15807,9509,3,903.9,3,4,3,"343","Loyal Customers"
15808,38310,4,3734.97,1,4,5,"145","At Risk"
15809,7280,5,515.77,3,4,3,"343","Loyal Customers"
15810,13885,4,1391.98,2,4,4,"244","At Risk"
15811,4505,6,2218.62,4,5,5,"455","Best Customers"
15812,17253,5,1801.14,2,4,4,"244","At Risk"
15813,28382,2,1303.91,1,3,4,"134","Others"
15814,3487,4,1945.33,4,4,4,"444","Best Customers"
15815,11470,5,2100.6,3,4,5,"345","Loyal Customers"
15819,9349,4,1905.45,3,4,4,"344","Loyal Customers"
15820,39639,1,206.98,1,2,1,"121","Others"
15821,8678,2,570.96,3,3,3,"333","Loyal Customers"
15822,623,2,885.47,5,3,3,"533","Loyal Customers"
15823,44808,1,15,1,2,1,"121","Others"
15825,24116,1,532.94,2,2,3,"223","Others"
15826,10339,3,1654.31,3,4,4,"344","Loyal Customers"
15827,13031,14,1836.09,2,5,4,"254","At Risk"
15829,16383,2,636.14,2,3,3,"233","Others"
15830,7650,1,576,3,2,3,"323","Others"
15831,10760,3,801.76,3,4,3,"343","Loyal Customers"
15832,33229,1,836.79,1,2,3,"123","Others"
15834,12451,4,2233.75,3,4,5,"345","Loyal Customers"
15835,8679,4,954.09,3,4,4,"344","Loyal Customers"
15836,9480,1,137.37,3,2,1,"321","Others"
15837,11869,1,391.98,3,2,2,"322","Others"
15838,2423,19,33643.08,5,5,5,"555","Best Customers"
15839,6885,3,1048.49,3,4,4,"344","Loyal Customers"
15840,10891,2,355.56,3,3,2,"332","Others"
15841,12935,4,1224.06,2,4,4,"244","At Risk"
15843,38102,1,118.95,1,2,1,"121","Others"
15844,9066,1,130.74,3,2,1,"321","Others"
15845,3763,8,3711.77,4,5,5,"455","Best Customers"
15847,7688,2,389.27,3,3,2,"332","Others"
15850,4051,2,238.85,4,3,1,"431","Others"
15852,25986,2,160.71,1,3,1,"131","Others"
15853,9844,1,110.8,3,2,1,"321","Others"
15854,932,12,2974.65,5,5,5,"555","Best Customers"
15855,20356,5,712.24,2,4,3,"243","At Risk"
15856,864,27,16387.57,5,5,5,"555","Best Customers"
15857,3871,1,297,4,2,2,"422","Recent but Infrequent"
15858,3108,5,1438.85,4,4,4,"444","Best Customers"
15860,8256,8,977.21,3,5,4,"354","Loyal Customers"
15861,2592,8,3165.36,5,5,5,"555","Best Customers"
15862,1525,4,832.88,5,4,3,"543","Loyal Customers"
15863,5373,2,68.84,4,3,1,"431","Others"
15864,4546,6,1936.32,4,5,4,"454","Best Customers"
15865,8232,3,895.13,3,4,3,"343","Loyal Customers"
15866,16744,1,230.53,2,2,1,"221","Others"
15867,1082,15,3812.64,5,5,5,"555","Best Customers"
15869,35689,2,149.64,1,3,1,"131","Others"
15870,6761,1,354.09,4,2,2,"422","Recent but Infrequent"
15872,2805,2,360.93,5,3,2,"532","Big Spenders (New)"
15874,11474,7,4405.88,3,5,5,"355","Loyal Customers"
15877,262,2,493.28,5,3,3,"533","Loyal Customers"
15880,44443,1,343.28,1,2,2,"122","Others"
15881,38828,5,501.39,1,4,3,"143","At Risk"
15882,26956,4,516.36,1,4,3,"143","At Risk"
15883,6862,1,143.76,4,2,1,"421","Recent but Infrequent"
15885,15654,3,379.35,2,4,2,"242","At Risk"
15886,11157,1,181.09,3,2,1,"321","Others"
15888,14127,1,168.31,2,2,1,"221","Others"
15889,22481,2,446.87,2,3,2,"232","Others"
15891,30317,1,524.52,1,2,3,"123","Others"
15894,33086,2,263.55,1,3,2,"132","Others"
15895,21726,1,179.17,2,2,1,"221","Others"
15897,26598,2,222.05,1,3,1,"131","Others"
15898,166,5,1388.88,5,4,4,"544","Best Customers"
15899,44339,1,56.25,1,2,1,"121","Others"
15900,4897,1,351.11,4,2,2,"422","Recent but Infrequent"
15901,3337,3,363.88,4,4,2,"442","Others"
15903,2064,7,5126.76,5,5,5,"555","Best Customers"
15904,1493,1,164.68,5,2,1,"521","Recent but Infrequent"
15906,4088,7,1567.69,4,5,4,"454","Best Customers"
15907,703,3,967.45,5,4,4,"544","Best Customers"
15909,24328,1,191.94,2,2,1,"221","Others"
15910,2923,7,1098.83,5,5,4,"554","Best Customers"
15912,24792,2,264.62,2,3,2,"232","Others"
15916,3312,8,1528.09,4,5,4,"454","Best Customers"
15917,32531,1,123.1,1,2,1,"121","Others"
15918,26244,2,334.23,1,3,2,"132","Others"
15919,4114,2,639.89,4,3,3,"433","Loyal Customers"
15920,22076,4,167.5,2,4,1,"241","At Risk"
15921,24198,1,336.03,2,2,2,"222","Others"
15922,45050,1,369.5,1,2,2,"122","Others"
15923,44913,1,127.08,1,2,1,"121","Others"
